,country,city_name,code,guide_type,title
727,Brazil,Rio de Janeiro,66033,티켓/교통패스,SIMTONG 남미유심(플렉시롬 53개국 1GB/7Days 스타터팩)충전식 글로벌 유심
728,Argentina,buenos aires,79968,가이드 투어,부에노스 아이레스 : 바롤로 궁 가이드 투어 (입장권 포함)
729,Ecuador,Quito,77671,가이드 투어,키토 : 코토팍시 국립 공원 일일 투어 (출발 : 킨테 관광센터)
730,Ecuador,Quito,77670,가이드 투어,키토 : 코토팍시 국립 공원 일일 투어 (출발 : 버스투어 3번 정류장)
731,Ecuador,Quito,77668,티켓/교통패스,키토 : 시티투어 버스 탑승권 
732,Ecuador,Quito,77676,가이드 투어,키토 : 밤에 즐기는 시티 야경 투어 (호텔 픽업 포함)
733,Ecuador,Quito,77666,가이드 투어,키토 : 코토팍시 국립공원 & 킬로토아 일일 투어 (호텔 픽업 포함)
734,Ecuador,Quito,77673,가이드 투어,키토 : 적도 박물관 투어 (교통편 포함)
735,Ecuador,Quito,77665,가이드 투어,키토 : 코토팍시 국립공원 & 킬로토아 일일 투어
736,Ecuador,Quito,77667,티켓/교통패스,키토 : 시티투어 버스 탑승권 
737,Ecuador,Quito,77669,가이드 투어,키토 : 코토팍시 국립 공원 일일 투어 (출발 : 버스투어 1번 정류장)
738,Ecuador,Quito,77672,가이드 투어,키토 : 적도 박물관 투어 (교통 불포함)
739,Brazil,Rio de Janeiro,66033,티켓/교통패스,SIMTONG 남미유심(플렉시롬 53개국 1GB/7Days 스타터팩)충전식 글로벌 유심
740,Brazil,Rio de Janeiro,66033,티켓/교통패스,SIMTONG 남미유심(플렉시롬 53개국 1GB/7Days 스타터팩)충전식 글로벌 유심
741,Uruguay,Punta Del Este,79974,티켓/교통패스,푼타 델 에스테 : 카사푸에블로 박물관 우선 입장권
742,Uruguay,Montevideo,79850,가이드 투어,몬테비데오 : 팔라시오 살보 가이드 투어 (입장권 포함)
743,Chile,Santiago,68024,가이드 투어,산티아고 시내 워킹투어 (칠레/산티아고)
744,Chile,Santiago,75494,가이드 투어,"와인 산지 콜차구아 밸리 투어 [한인단독, 전용차량] (칠레/산티아고)"
745,Chile,Santiago,46975,가이드 투어,"칠레 안데스 산맥 + 수공예 예술품 마을 [한인단독, 전용차량] (칠레/산티아고)"
746,Chile,Santiago,46974,가이드 투어,"칠레 산티아고 전일 시내투어 [한인단독, 전용차량] (칠레/산티아고)"
747,Chile,Santiago,46972,가이드 투어,"칠레 발파라이소 한인단독 전용차량 투어 [한인단독, 전용차량] (칠레/산티아고)"
748,Chile,Santiago,75495,가이드 투어,"노벨 문학 수상 파블로 네루다 생가 투어 [한인단독, 전용차량] (칠레/산티아고)"
749,Chile,Santiago,46969,가이드 투어,"칠레 최대 콘차이토로 와이너리 + 시내투어 [한인단독, 전용차량] (칠레/산티아고)"
750,Chile,San Pedro de Atacama,58144,가이드 투어,[투어] 아타카마 사막 여행  3박 4일 (칠레/아타카마) 
751,Brazil,Rio de Janeiro,66033,티켓/교통패스,SIMTONG 남미유심(플렉시롬 53개국 1GB/7Days 스타터팩)충전식 글로벌 유심
752,Chile,Santiago,75499,여행편의,[픽업샌딩] 칠레 산티아고 공항 픽업 & 샌딩 (차량 선택 가능)
753,Brazil,Rio de Janeiro,66033,티켓/교통패스,SIMTONG 남미유심(플렉시롬 53개국 1GB/7Days 스타터팩)충전식 글로벌 유심
754,Costa Rica,San Jose,18398,액티비티,산호세 : 치리포 강에서 즐기는 급류 래프팅 투어
755,Costa Rica,San Jose,18400,가이드 투어,맥주의 도시 산호세에서의 수제맥주 펍 투어
756,Costa Rica,San Jose,18617,가이드 투어,"산호세 출발: 이라수 화산 국립공원, 카르타고 도시와 오로시 골짜기 여행"
757,Costa Rica,San Jose,18626,가이드 투어,산호세 출발 : 천혜의 자연 라파스 폭포로의 프라이빗 투어
758,Costa Rica,San Jose,18635,가이드 투어,산호세에서 떠나는 코스타리카 종일 투어
759,Costa Rica,San Jose,18634,가이드 투어,산호세에서 떠나는 토르투게로 국립공원으로의 신기한 투어!
760,Costa Rica,San Jose,18633,가이드 투어,산호세 출발: 신코 세이바스 보존지역과 어드벤처 공원 여행
761,Costa Rica,San Jose,18630,가이드 투어,산호세 출발 : 씬꼬 세이바스 케이폭나무 보존지역에서의 알찬 투어!
762,Costa Rica,San Jose,18628,가이드 투어,"산호세 출발 : 카르타고 유적, 이라수 화산과 사라피키 콤보 투어"
763,Colombia,Bogota,38676,여행편의, [공항픽업샌딩] 콜롬비아 보고타 공항~시내호텔 ((안전한 픽업/샌딩))  
764,Brazil,Rio de Janeiro,66033,티켓/교통패스,SIMTONG 남미유심(플렉시롬 53개국 1GB/7Days 스타터팩)충전식 글로벌 유심
765,Colombia,Medellín,77612,가이드 투어,메데인 출발 : 과타페 & 삐에드라 델 뻬뇰 보트 투어
766,Colombia,Medellín,77664,가이드 투어,메데인 : 커피 향 가득한 가이드 투어 (점심 식사 & 승마 포함)
767,Colombia,Medellín,77637,액티비티,메데인 : 안데스 산맥에서 즐기는 패러글라이딩 (호텔 픽업 포함)
768,Colombia,Medellín,77634,가이드 투어,메데인 : 마약왕 파블로 에스코바르 오전 투어 (호텔 픽업 포함)
769,Colombia,Medellín,77633,가이드 투어,메데인 : 마약왕 파블로 에스코바르 오후 투어 (호텔 픽업 포함)
770,Colombia,Medellín,77632,가이드 투어,메데인 : 마약왕 파블로 에스코바르 오후 투어
771,Colombia,Medellín,77663,가이드 투어,메데인 : 커피 향 가득한 가이드 투어 (점심 식사 포함)
772,Colombia,Medellín,77662,가이드 투어,메데인 : 메트로케이블 & 코무나 13 시티 투어
773,Cuba,La Habana,72908,가이드 투어,[투어] 전 국립 중앙 박물관 전문 해설사 안젤라와 함께 하는 쿠바 미술관 투어 (아바나)
774,Cuba,La Habana,71396,가이드 투어,[투어] 아바나 1박2일 투어 (한국인가이드) (쿠바/아바나)
775,Cuba,La Habana,71104,가이드 투어,[투어] 아바나 원데이 시티투어 (한국인가이드) (쿠바/아바나)
776,Cuba,La Habana,64912,가이드 투어,살사댄스 아카데미 체험클래스 (쿠바/아바나)
777,Cuba,La Habana,48618,즐길거리,[투어] 아바나 필수! 현지 선생님과 즐기는 살사수업 :: 쿠바/아바나
778,Cuba,La Habana,39089,가이드 투어,[투어] 올드 아바나 워킹투어 (한국어) :: 쿠바/아바나
779,Cuba,La Habana,39098,가이드 투어,[투어] 올드카 낭만투어 & 올드아바나 워킹투어 (한국어) :: 쿠바/아바나
780,Cuba,La Habana,39094,가이드 투어,[투어] 올드카(Old Car) 낭만투어 (한국어) :: 쿠바/아바나
781,Cuba,Varadero,79635,즐길거리,바라데로 : 카요 블랑코로 떠나는 크루즈 투어
782,Cuba,Varadero,79633,가이드 투어,바라데로 출발 : 구아마에서 즐기는 여유 가득 일일 투어
783,Panama,Panama city,38843,여행편의, [공항픽업샌딩] 파나마 파나마시티 공항~시내호텔 ((안전한 픽업/샌딩))  
784,Panama,Panama city,77802,가이드 투어,파나마시티 : 원숭이 섬 & 인디언 빌리지 투어
785,Panama,Panama city,77797,가이드 투어,파나마시티 : 파나마 운하가 포함된 반나절 시티 투어
786,Panama,Panama city,77795,가이드 투어,파나마시티 : 파나마 운하 크루즈 투어 (6시간)
787,Panama,Panama city,77806,여행편의,파나마시티 : 공항 - 호텔 왕복 이송 서비스
788,Panama,Panama city,77805,여행편의,파나마시티 : 호텔 → 공항 이송 서비스 (편도) 
789,Panama,Panama city,77804,여행편의,파나마시티 : 공항 → 호텔 이송 서비스 (편도) 
790,Panama,Panama city,77801,가이드 투어,파나마시티 : 미라플로레스 방문객 센터 & 파나마 운하 투어
791,Panama,Panama city,77798,가이드 투어,파나마시티 : 맛 따라 멋 따라 식도락 워킹 투어
792,Panama,Panama city,77796,가이드 투어,파나마시티 : 샤그레스 국립공원 & 엠베라 마을 투어
793,Peru,cusco,78076,가이드 투어,한국인가이드 / 잉카 최후의 도시 마추픽추+성스러운 계곡 1박2일 투어 (페루/쿠스코)
794,Peru,cusco,32978,가이드 투어,"[투어] 잉카의 살아있는 역사 ""마추픽추"" 데이투어 (페루/쿠스코)"
795,Peru,cusco,62948,가이드 투어,"[투어] 잉카제국의 마지막 요새 ""마추픽추"" 1박2일 (한국인가이드) (페루/쿠스코)"
796,Peru,cusco,59390,가이드 투어,[투어] 페루 퍼펙트 투어 8박 9일 (페루/쿠스코)
797,Peru,cusco,59726,가이드 투어,[투어] 남미 핵심 마추픽추-우유니 허니문 9박10일 (페루/쿠스코)
798,Peru,lima,47907,가이드 투어,[투어] 18~35세 전세계 외사친들과 여유로운 8일 페루 여행 어때요? :: 페루/리마
799,Peru,cusco,46851,가이드 투어,[투어] 페루 핵심 투어 6박7일 :: 페루/쿠스코
800,Peru,cusco,46849,가이드 투어,[투어] 쿠스코-마추픽추-우유니 투어 9박 10일 :: 페루/쿠스코
801,Brazil,Rio de Janeiro,66033,티켓/교통패스,SIMTONG 남미유심(플렉시롬 53개국 1GB/7Days 스타터팩)충전식 글로벌 유심
802,Peru,Arequipa,77065,가이드 투어,아레키파 : 콜카 캐니언 1박 2일 투어 (점심 & 입장료 포함)
803,New Zealand,Auckland,82157,가이드 투어,오클랜드 간단 시내투어(5시간 30분 소요)+쇼핑몰 쇼핑
804,New Zealand,Wellington,81431,가이드 투어,[한국어 개인가이드] 뉴질랜드 웰링턴 시티투어 7시간 소요 (최소2인/최대4인)
805,New Zealand,Queenstown,82007,가이드 투어,[한국인/단독 투어]핵심of핵심 북남섬 8박9일 완성(뉴질랜드/오클랜드/퀸스타운/로토루아)
806,New Zealand,Christchurch,60894,가이드 투어,뉴질랜드 남섬 영팩 백팩 3박4일 패키지 투어 [화요일 크라이스트처치 출발]
807,New Zealand,Christchurch,60398,가이드 투어,뉴질랜드 남섬 영팩 백팩 4박5일 패키지 투어 [화요일 크라이스트처치 출발/도착]
808,New Zealand,Auckland,73060,가이드 투어,[투어] 호빗마을 & 와이토모 동굴 & 블루스프링스 당일투어 (뉴질랜드/오클랜드)
809,New Zealand,Christchurch,74491,가이드 투어,(한국인 단독 투어) 핵심 of 핵심 - 남섬 4박5일 완성 (뉴질랜드/퀸스타운)
810,New Zealand,Auckland,68775,가이드 투어,[한국인/단독/2박3일]핵심of핵심 로토루아 타우포 반딧불&호빗튼:뉴질랜드/로토루아/타우포
811,New Zealand,Auckland,42361,티켓/교통패스,오클랜드 : 동물원 입장권
812,New Zealand,Queenstown,80046,티켓/교통패스,퀸스타운 : 피어 팩토리 귀신의 집 입장권
813,Fiji,Fiji,54853,가이드 투어,피지 : 티부아 아일랜드 캡틴 쿡 크루즈 일일 투어
814,Fiji,Fiji,66591,가이드 투어,피지 : 코랄 코스트 & 마을 학교 투어 (나디/데나라우 출발)
815,Australia,Melbourne,32119,가이드 투어,[투어][가을이벤트](매일)[+3월벤츠소그룹]절대가격/그레이트오션[런던브릿지]:호주/멜버른
816,Australia,Melbourne,12238,가이드 투어,"[투어]힘내라 한국/알차고편안한 소그룹여행/그레이트오션로드,12사도,런던브릿지:호주/멜버른"
817,Australia,Sydney,11314,가이드 투어,[투어] 특가! 포트스테판+와이너리&씨푸드뷔페+워킹투어&포포크림+비자무료! (호주/시드니)
818,Australia,Perth,70684,가이드 투어,[투어] (한인가이드) 퍼스 피너클스 선셋&별 데이투어 (호주/퍼스)
819,Australia,Melbourne,34083,가이드 투어,"[벤츠,최신 버스]*붉은노을아래* 모닝턴 온천 투어[멜번::오지나라]"
820,Australia,Melbourne,27766,가이드 투어,[멜번최대여행사/무료시티투어+] 조이투어와 떠나는 필립아일랜드 투어 가즈아 (호주/멜버른)
821,Australia,Melbourne,27850,가이드 투어,[절찬모집중] 여행고수들만 아는 여행지 그램피언즈 일일투어+시티투어(호주/멜버른)
822,Australia,Melbourne,27697,가이드 투어,[멜번최대여행사/무료시티투어+] 퍼핑빌리 증기기관차+단데농 마운틴 에코투어(호주/멜버른)
823,Australia,goldcoast,69583,티켓/교통패스,골드코스트 : 커럼빈 야생동물 공원 입장권
824,Australia,Sydney,25200,가이드 투어,[투어] 블루마운틴+킹스테이블+페더데일+무료워킹투어 Bonus 선물이벤트 :: 호주/시드니
825,Guam,Guam,63569,스냅촬영,[괌 별빛투어]  한가한 저녁시간에 괌의 별들을 사진으로! 
826,Guam,Guam,71826,가이드 투어,[괌 별빛투어] 괌 최고의 별 전문 가이드 괌켈리네와 함께 스냅별빛투어 떠나보세요!
827,Guam,Guam,61076,가이드 투어,[투어] 괌켈리네 괌 남부투어 
828,Guam,Guam,40989,가이드 투어,[단독투어] 에이미와 떠나는 괌 남부투어 사랑의 절벽 포함
829,Guam,Guam,28962,액티비티,업체직영/괌 유일_바다거북 체험 스쿠버다이빙 투어
830,Guam,Guam,25610,가이드 투어,"[괌] 김태광가이드와 함께하는  남부투어, 괌 로컬 분위기를 가장 잘 느낄 수 있는 투어"
831,Guam,Guam,73564,액티비티,[투어] 괌의 바닷속 여행을 떠납시다~! (미국/괌)
832,Guam,Guam,72791,액티비티,(괌 전용) 바다거북이 보트 스노클링 투어! 조우 확률 90% 이상!
833,Guam,Guam,22627,액티비티,[괌] 만족도 1위! 괌 오션벤처 돌핀 크루즈와 함께 맑고 깨끗한 바다에서 힐링하기!
834,United States of America,New York City,18452,여행편의,[전 공항] * 괌 사이판 / 미국 하와이 완전무제한 / 호주 포켓와이파이 플레이와이파이
835,Northern Mariana Islands,Saipan,11030,액티비티,[사이판] 마나가하섬 1일팩 (파라세일링+마나가하섬+보트)+아이스박스와 돗자리 포함
836,Northern Mariana Islands,Saipan,42005,액티비티,[투어] 사이판 그로토 해저동굴&랜드마크 (사진무료제공) :: 사이판  
837,Northern Mariana Islands,Saipan,66316,액티비티,[투어]사이판 필수코스! 마나가하섬 스노클링 즐기기 (사이판)
838,Northern Mariana Islands,Saipan,66325,액티비티,[투어] 사이판 그로토 체험 프리 다이빙&사이판 랜드마크 
839,Northern Mariana Islands,Saipan,62844,액티비티,[투어] 사이판 필수코스를 한번에 그로토 스노쿨링 + 별빛 투어 (사이판)
840,Northern Mariana Islands,Saipan,34635,액티비티,사이판 마나가하섬+씨워킹(수중사진 포함)+아이스박스와 돗자리 포함
841,Northern Mariana Islands,Saipan,28578,가이드 투어,[사이판] 사이판 별빛 투어 (야간 투어)
842,Northern Mariana Islands,Saipan,73082,가이드 투어,[투어] 사이판 북부관광 (단독 상품)
843,Guam,Guam,18452,여행편의,[전 공항] * 괌 사이판 / 미국 하와이 완전무제한 / 호주 포켓와이파이 플레이와이파이
844,Northern Mariana Islands,Saipan,24584,액티비티,[투어] 좋은후기많은 사이판 마나가하 +해양스포츠  (아이스박스&돗자리 무료제공) 
845,Palau,Koror,60548,액티비티,[투어] 서프&스노클링 투어 (팔라우/락아일랜드) 
846,Palau,Koror,61983,액티비티,[투어] 펀 다이빙 (팔라우/락아일랜드)
847,Palau,Koror,74584,가이드 투어,코로르 : 팔라우 빅 아일랜드 어드벤처 투어
848,Palau,Koror,74604,가이드 투어,팔라우 출발 : 마달레나제도 카타마란 보트 투어
849,Palau,Koror,74574,가이드 투어,코로르 : 오프로드 정글 어드벤처 (점심식사 포함)
850,Palau,Koror,74583,액티비티,코로르 : 스쿠버 다이빙 일일 투어
851,Palau,Koror,74582,액티비티,코로르 : 젤리피쉬 레이크 & 밀키 웨이 & 락 아일랜드 투어
852,Palau,Koror,66299,액티비티,[투어] 반나절(오후) 스노클링 투어 (팔라우/락아일랜드)
853,Palau,Koror,66234,액티비티,[투어] 반나절(오전) 카약 투어 (팔라우/락아일랜드)
854,Palau,Koror,62896,여행편의,[팔라우] 렌터카 24시간 이용권 (4인승 / 5인승 / 8인승)
855,Namibia,Windhoek,77696,여행편의,[QR코드 바로입장] 빈트후크 국제 공항 라운지 이용권 (WDH)
856,Nigeria,Abuja,75785,여행편의,[나이지리아 유심] 매일 200MB 3G데이터 무제한 
857,South Africa,Cape Town,65886,가이드 투어,[투어] 케이프타운 3일 관광지 베스트 투어 (남아공/케이프타운)
858,South Africa,Pretoria,74660,가이드 투어,[투어] 품격의 도시 프레토리아 탐방 2 (남아공/프레토리아)
859,South Africa,Johannesburg,73211,가이드 투어,[투어] 요하네스버그 탐방 (남아프리카 공화국/요하네스 버그)
860,South Africa,Pretoria,73197,가이드 투어,[투어] 아름다운 대통령궁과 개척자 박물관 탐방 (남아프리카 공화국/프레토리아)
861,South Africa,Pretoria,72104,가이드 투어,[투어] 품격의 도시 프레토리아 탐방 1 (남아공/프리토리아)
862,South Africa,Johannesburg,72262,가이드 투어,[투어] (2박3일) 불라이드 리버케년+쿠루거국립공원(사파리) 탐방(남아공/요하네스버그)
863,South Africa,Johannesburg,72169,가이드 투어,[투어] 생동감이 넘치는 요하네스버그로 GO!GO!GO! (남아공/요하네스버그)
864,South Africa,Cape Town,66270,가이드 투어,[투어] 케이프타운 2일 관광지 베스트 투어 (남아공/케이프타운)
865,South Africa,Cape Town,47278,가이드 투어,케이프타운 : 타운십(Townships) 현지 워킹 투어
866,South Africa,Cape Town,75039,즐길거리,케이프타운 : 채프먼스 피크 전기자전거 대여
867,Morocco,Casablanca,50468,가이드 투어,[투어] 사하라의 나라 모로코 핵심 10일 투어 (모로코/카사블랑카)
868,Morocco,Fes,47974,가이드 투어,"[투어] 요즘 핫한 모로코 5일 단기 여행, 외사친과 함께하기! :: 모로코/페스"
869,Morocco,Casablanca,10276,가이드 투어,외국인과 함께하는  모로코 일주 10일! 
870,Morocco,Casablanca,79469,가이드 투어,카사블랑카 : 고속 열차와 함께 즐기는 탕헤르 시티 투어
871,Morocco,Casablanca,79468,가이드 투어,카사블랑카 : 반나절 시티 투어 (4시간)
872,Morocco,Casablanca,79465,여행편의,카사블랑카 : 공항 프라이빗 편도 이송 서비스 (공항→호텔)
873,Morocco,Casablanca,79464,여행편의,카사블랑카 : 프라이빗 편도 이송 서비스 (카사블랑카→마라케시)
874,Morocco,Casablanca,79463,가이드 투어,카사블랑카 출발 : 카사블랑카 & 라바트 가이드 투어
875,Morocco,Casablanca,79462,가이드 투어,카사블랑카 : 현지인과 함께 즐기는 시티 투어 (4시간)
876,Morocco,Casablanca,79461,가이드 투어,카사블랑카 : 자동차 또는 미니밴으로 즐기는 시티 투어
877,Japan,Kagoshima,54733,스냅촬영,"[인천공항 수령/반납] 미러리스 카메라 1일 대여권, 캐논 M50"
878,Mauritius,Mauritius,53216,즐길거리,모리셔스 : 에그렛(Aigrettes) 섬에서 즐기는 선셋 크루즈 투어
879,Mauritius,Mauritius,53215,즐길거리,모리셔스 : 투르도두스 출발 1일 크루즈 투어
880,Mauritius,Mauritius,53211,가이드 투어,모리셔스: 8시간 도도 트레일 투어 (점심 제공)
881,Mauritius,Mauritius,53210,가이드 투어,[모리셔스] 남부 해안 프라이빗 투어
882,Mauritius,Mauritius,53219,가이드 투어,모리셔스: 르몽산(UNESCO 자연 유산) 친환경 하이킹
883,Mauritius,Mauritius,53214,가이드 투어,모리셔스: 블랙리버 해안에서 돌고래와 수영하고 고래를 볼 수 있는 스피드보트 투어
884,Mauritius,Mauritius,53213,가이드 투어,모리셔스: 라 바닐(La Vanille) & 생토뱅(Saint Aubin) 종일투어
885,Mauritius,Mauritius,53212,가이드 투어,모리셔스: 남동부 라군 스피드 보트 종일 단체 투어
886,Mauritius,Mauritius,53217,가이드 투어,모리셔스: 일 데 뒤 코코스 종일 투어(이동편 제공)
887,Algeria,Algiers,75759,여행편의,[알제리 유심] 매일 LTE 200MB 데이터 무제한
888,Egypt,Cairo,70775,가이드 투어,"기자 피라미드, 사카라 및 멤피스 하루 투어 (이집트/카이로)"
889,Egypt,Cairo,70785,가이드 투어,"이집트 박물관과 성채,올드 카이로 그리고 칸 칼릴리 시장 투어 (이집트/카이로)"
890,Egypt,Cairo,69757,가이드 투어,"[투어] 피라미드와 스핑크스, 그리고 이집트 박물관의 온종일 여행 (이집트/카이로)"
891,Egypt,Cairo,21042,가이드 투어,특별한 인생 이집트 7박 8일 여행!
892,Egypt,Cairo,78441,가이드 투어,"카이로 : 엘 모에즈 거리, 카이로 타워 및 엘 피샤위 카페 투어"
893,Egypt,Cairo,78439,가이드 투어,카이로 : 푸드 투어
894,Egypt,Cairo,78438,레스토랑,카이로 : 5성급 럭셔리 나일 맥심 디너 크루즈
895,Egypt,Cairo,78437,가이드 투어,카이로 : 사진 작가와 함께하는 로맨틱 반나절 피라미드 투어
896,Egypt,Cairo,78435,가이드 투어,카이로 : 알렉산드리아 고고학 종일 투어 
897,Egypt,Sharm el sheikh,77596,여행편의,샤름 엘 셰이크 : 호텔 - 공항 왕복 프라이빗 이송 서비스
898,Zambia,Livingstone,77854,즐길거리,리빙스턴 : 빅토리아 폭포 헬리콥터 투어 (22분)
899,Zambia,Livingstone,77845,가이드 투어,데빌스 풀 & 리빙스턴 아일랜드 투어 (애프터눈 티 포함)
900,Zambia,Livingstone,77842,액티비티,빅토리아 폴스 : 초경량 비행기 탑승권 (30분)
901,Zambia,Livingstone,77841,액티비티,빅토리아 폴스 : 초경량 비행기 오후 비행 탑승권 (15분)
902,Zambia,Livingstone,77839,가이드 투어,빅토리아 폴스 : 프라이빗 가이드 투어
903,Zambia,Livingstone,77840,액티비티,빅토리아 폴스 : 초경량 비행기 오전 비행 탑승권 (15분)
904,Zambia,Livingstone,77843,액티비티,리빙스턴 : 잠베지강 래프팅 반나절 체험
905,Zambia,Livingstone,77844,가이드 투어,데빌스 풀 & 리빙스턴 아일랜드 투어
906,Zambia,Livingstone,77847,즐길거리,빅토리아 폴스 : 잠베지강 일몰 크루즈
907,Zambia,Livingstone,77849,여행편의,호텔 → 빅토리아 폴스 공항 프라이빗 이동 서비스
908,Kenya,Nairobi,48333,가이드 투어,[투어] 전세계 가족들과 14일동안 안전하게 아프리카 여행하기 :: 케냐/나이로비
909,Kenya,Nairobi,21092,가이드 투어,일주일간 즐기는 특별한 케냐 여행 (현지인 가이드)
910,Kenya,Nairobi,75754,여행편의,[케냐 유심] 매일 200MB 3G데이터 무제한 
911,South Africa,Johannesburg,66032,여행편의,SIMTONG 충전식 글로벌유심(플렉시롬 53개국 1GB/7Days 스타터팩)
912,Kenya,Nairobi,36492,가이드 투어,다양한 야생동물을 만나는 '나이로비 국립 공원' 가이드 투어
913,Kenya,Nairobi,36110,가이드 투어,나이로비 국립 공원 & 코끼리 고아원 반일 투어
914,Kenya,Nairobi,36109,가이드 투어,나이로비 : 마사이 소규모 그룹 투어 (비영리 단체 지원)
915,Kenya,Nairobi,36108,가이드 투어,야생 동물을 가까이 만나볼 기회! '나이로비 국립 공원 가이드 투어'
916,"Tanzania, United Republic of",Moshi,49568,가이드 투어,[투어] 탄자니아 야생동물 사파리 투어 (3일) :: 탄자니아/아루샤
917,"Tanzania, United Republic of",Moshi,49564,가이드 투어,[투어] 킬리만자로 트래킹 (3일) :: 탄자니아/모시
918,"Tanzania, United Republic of",Moshi,41643,가이드 투어,[투어] 세렝게티 야생동물 사파리 투어 (6일) :: 탄자니아/아루샤
919,"Tanzania, United Republic of",Moshi,41883,가이드 투어,[투어] 킬리만자로 트래킹/등반 (6일) :: 탄자니아/모시
920,"Tanzania, United Republic of",Moshi,41903,가이드 투어,[투어] 탄자니아 정부기관 맞춤 비즈니스 투어(모시/도도마/다르살렘) :: 탄자니아/모시
921,South Africa,Johannesburg,66032,여행편의,SIMTONG 충전식 글로벌유심(플렉시롬 53개국 1GB/7Days 스타터팩)
